1,0,1,0,0
2,1,0,0,0
3,1,1,0,0
4,0,0,0,0
5,1,1,0,0
6,1,0,0,1
7,0,0,0,0
8,0,1,0,0
9,1,1,0,0
10,0,1,0,1
11,1,1,0,1
12,0,1,0,0
13,1,1,0,0
14,1,1,0,0
15,1,1,1,1
16,1,1,1,1
17,1,0,0,0
18,1,1,0,1
19,0,1,1,0
20,0,0,0,0
21,1,0,0,0
22,0,1,0,0
23,1,1,0,0
24,1,0,1,1
25,1,1,0,1
26,0,0,0,0
27,0,1,0,0
28,0,1,0,0
29,0,1,1,0
30,1,1,0,1
31,0,1,1,0
32,1,0,0,0
33,0,0,0,1
34,0,0,0,1
35,1,0,1,0
36,0,1,0,0
37,1,1,0,0
38,0,0,0,0
39,0,0,0,0
40,0,1,1,0
41,0,1,0,0
42,0,1,0,0
43,0,0,1,0
44,0,0,0,0
45,1,1,0,0
46,0,1,0,0
47,1,1,0,1
48,1,0,0,0
49,1,1,0,0
50,0,1,0,0
51,0,0,0,0
52,1,0,0,0
53,1,0,0,0
54,1,0,0,0
55,0,1,1,0
56,0,1,0,0
57,1,1,1,0
58,0,1,0,0
59,1,1,0,0
60,1,1,0,0
61,1,0,0,0
62,1,0,0,0
63,1,1,0,1
64,1,1,0,0
65,1,1,0,0
66,1,1,1,1
67,0,0,0,0
68,1,0,0,1
69,0,1,0,0
70,0,1,0,0
71,0,0,0,1
72,1,0,1,0
73,0,1,0,0
74,0,1,0,0
75,1,1,0,0
76,0,0,0,0
77,0,1,0,0
78,0,1,0,0
79,0,0,0,0
80,0,1,1,0
81,0,1,0,0
82,1,1,0,0
83,0,0,0,0
84,0,0,0,1
85,0,0,0,0
86,1,1,0,0
87,1,1,0,0
88,0,1,0,0
89,0,0,0,0
90,1,0,0,0
91,0,0,0,0
92,0,0,0,0
93,0,1,0,0
94,0,1,0,1
95,0,1,0,1
96,0,0,0,0
97,0,0,0,0
98,1,0,0,0
99,1,1,0,0
100,0,1,0,1
101,1,0,0,0
102,1,1,0,0
103,0,1,0,0
104,0,1,0,0
105,1,1,0,0
106,1,1,0,1
107,1,0,0,0
108,1,1,0,0
109,0,0,0,0
110,0,1,0,0
111,1,1,0,0
112,0,1,0,0
113,0,1,1,0
114,1,1,1,0
115,0,0,0,0
116,0,1,0,1
117,0,0,0,1
118,1,1,1,0
119,1,1,0,0
120,1,1,0,0
121,1,1,0,0
122,0,0,1,1
123,0,1,1,0
124,1,1,1,0
125,0,1,0,0
126,0,0,0,0
127,1,0,0,0
128,1,0,0,0
129,1,0,1,0
130,1,0,0,0
131,0,1,0,0
132,0,0,1,1
133,1,0,0,0
134,0,0,0,0
135,1,1,0,0
136,0,0,0,0
137,0,0,0,0
138,0,0,0,1
139,0,1,1,0
140,1,1,0,1
141,1,0,1,0
