0.05000000	1.03566400	0.00000345	
0.10000000	1.03617600	0.00000252	
0.15000000	1.03420000	0.00000520	
0.20000000	1.02332800	0.00001778	
0.25000000	0.99725600	0.00012554	
0.30000000	0.96249216	0.00030515	
0.35000000	0.86826400	0.00801487	
0.40000000	0.65877232	0.05668186	
0.45000000	0.34695056	0.04227427	
0.50000000	0.26553376	0.01548214	
0.55000000	0.22084128	0.01026466	
0.60000000	0.22688384	0.00610821	
0.65000000	0.20505264	0.00429616	
0.70000000	0.18883792	0.00478549	
0.75000000	0.18247920	0.00354997	
0.80000000	0.17481264	0.00447201	
0.85000000	0.16800848	0.00477826	
0.90000000	0.15865504	0.00265716	
0.95000000	0.16362976	0.00325712	
1.00000000	0.15260912	0.00157718	
