0      0	0.4094         2.5000         0.2090
0      1	0.4094         2.5000         1.0824
1      0	0.4094         2.5000         0.2090
1      1	0.4094         2.5000         1.0824
2      0	0.4094         2.5000         0.2090
2      1	0.4094         2.5000         1.0824
3      0	0.4094         2.5000         0.2090
3      1	0.4094         2.5000         1.0824
