0      0	0.4220         2.5003         0.2135
0      1	0.4542         2.5021         1.0492
1      0	0.3299         2.5060         0.1123
1      1	0.4960         2.4910         0.9899
2      0	0.2427         2.4992         0.0528
2      1	0.5569         2.4982         0.9186
3      0	0.0541         2.4753         -0.0127
3      1	0.3339         2.4923         1.1084
