Probabilities for defined intervals according to the Normal distribution

0) 1.40776879
1) 3.51836058
2) 7.78070219
3) 15.22550880
4) 26.36354586
5) 40.39414906
6) 54.76695618
7) 65.70619254
8) 69.75619660
9) 65.53125496
10) 54.47571668
11) 40.07236186
12) 26.08389080
13) 15.02388913
14) 7.65722244
15) 3.45330254
16) 1.37805740
17) 0.48659030
18) 0.15202554
19) 0.04202614
20) 0.01027933
21) 0.00222456
22) 0.00042594
23) 0.00007216
24) 0.00001244
