0.69691283	0.46591294
0.46591294	0.61324717
0.61324717	0.62713977
0.62713977	0.43487959
0.43487959	0.79845274
0.79845274	0.27463680
0.27463680	0.39581805
0.39581805	0.61482508
0.61482508	0.33745189
0.33745189	1.03244970
1.03244970	0.71113341
0.71113341	0.53198103
0.53198103	0.21226596
0.21226596	0.25868816
0.25868816	0.54441951
0.54441951	0.48150597
0.48150597	0.33457725
0.33457725	0.66960955
0.66960955	0.43447117
0.43447117	0.32797226
0.32797226	0.42882973
0.42882973	0.64376620
0.64376620	0.76152612
0.76152612	0.78811639
0.78811639	0.38187299
0.38187299	1.12633539
1.12633539	0.37992633
0.37992633	0.70445472
0.70445472	0.44796941
0.44796941	0.64053035
0.64053035	0.54113718
0.54113718	0.99192814
0.99192814	0.45073163
0.45073163	0.49733937
0.49733937	0.39899055
0.39899055	0.45011453
0.45011453	0.42604915
0.42604915	0.71482579
0.71482579	1.10613205
1.10613205	0.44271592
0.44271592	0.34741502
0.34741502	0.61492012
0.61492012	0.43881893
0.43881893	0.56120647
0.56120647	0.67979944
0.67979944	0.71926536
0.71926536	0.39635455
0.39635455	0.77297954
0.77297954	0.55548448
0.55548448	0.50797721
0.50797721	0.29881312
0.29881312	0.40059054
0.40059054	0.60567495
0.60567495	0.33647471
0.33647471	0.36893412
0.36893412	0.56542859
0.56542859	0.44467994
0.44467994	0.56279032
0.56279032	0.43796582
0.43796582	0.69135305
0.69135305	0.63867124
0.63867124	0.70004117
0.70004117	0.50511609
0.50511609	0.64984518
0.64984518	0.46974466
0.46974466	0.19536420
0.19536420	0.63101817
0.63101817	0.32404755
0.32404755	0.48198726
0.48198726	0.59785534
0.59785534	0.86615378
0.86615378	0.48259678
0.48259678	0.61503244
0.61503244	0.34964356
0.34964356	0.43393430
0.43393430	0.35807675
0.35807675	0.42058440
0.42058440	0.43390298
0.43390298	0.46743259
0.46743259	0.29801852
0.29801852	0.76996836
0.76996836	0.57537658
0.57537658	0.66018896
0.66018896	0.59600082
0.59600082	0.41040460
0.41040460	0.92128294
0.92128294	0.79169871
0.79169871	0.38628186
0.38628186	0.37060661
0.37060661	0.75153666
0.75153666	0.46195894
0.46195894	0.21571337
0.21571337	0.50271616
0.50271616	0.46511656
0.46511656	0.83443622
0.83443622	0.77082047
0.77082047	0.57610924
0.57610924	0.33756749
0.33756749	0.77779793
0.77779793	0.34951643
0.34951643	0.73878001
0.73878001	0.79552089
0.79552089	0.32164969
0.32164969	0.54365346
0.54365346	0.44664823
0.44664823	0.57698765
0.57698765	0.31774544
0.31774544	0.65945600
0.65945600	0.30188954
0.30188954	0.38647698
0.38647698	0.38585900
0.38585900	0.86455440
0.86455440	0.38364005
0.38364005	0.60494823
0.60494823	0.44136049
0.44136049	1.02910055
1.02910055	0.57706946
0.57706946	0.57143922
0.57143922	0.43141617
0.43141617	0.62871161
0.62871161	0.45533540
0.45533540	0.52165762
0.52165762	0.59140248
0.59140248	0.50501984
0.50501984	0.71604715
0.71604715	0.62257731
0.62257731	0.46694376
0.46694376	0.41874765
0.41874765	0.77356844
0.77356844	0.55604719
0.55604719	0.55782150
0.55782150	0.46585580
0.46585580	0.48960725
0.48960725	0.65825735
0.65825735	0.63998329
0.63998329	0.40639640
0.40639640	0.43750991
0.43750991	0.57111600
0.57111600	0.76191542
0.76191542	0.34988862
0.34988862	0.92881430
0.92881430	0.29894784
0.29894784	0.71923760
0.71923760	0.86638959
0.86638959	0.35740190
0.35740190	0.52163253
0.52163253	0.65434967
0.65434967	0.17165992
0.17165992	0.32321150
0.32321150	0.51057733
0.51057733	0.61291857
0.61291857	0.46340850
0.46340850	0.59352221
0.59352221	0.51765088
0.51765088	0.24384048
0.24384048	0.58910875
0.58910875	0.43447234
0.43447234	0.62112908
0.62112908	0.55323456
0.55323456	0.73086316
0.73086316	0.30074143
0.30074143	0.53607469
0.53607469	0.50779819
0.50779819	0.35354306
0.35354306	0.62602239
0.62602239	0.39906375
0.39906375	0.40635310
0.40635310	0.85281298
0.85281298	0.40616831
0.40616831	0.41053868
0.41053868	0.69108915
0.69108915	0.41730382
0.41730382	0.38089180
0.38089180	0.33466701
0.33466701	0.36984942
0.36984942	0.44056099
0.44056099	0.71007786
0.71007786	0.39579983
0.39579983	0.55394324
0.55394324	0.49565926
0.49565926	0.71254813
0.71254813	0.31019600
0.31019600	0.48869489
0.48869489	0.64562020
0.64562020	0.50471540
0.50471540	0.21431899
0.21431899	0.30243315
0.30243315	0.36870286
0.36870286	0.49591348
0.49591348	0.54609290
0.54609290	0.36436424
0.36436424	0.52948242
0.52948242	0.64848145
0.64848145	0.71527257
0.71527257	0.48307976
0.48307976	0.39142271
0.39142271	0.35379216
0.35379216	0.47447502
0.47447502	0.46248339
0.46248339	0.39088294
0.39088294	0.35325642
0.35325642	0.27672775
0.27672775	0.69706853
0.69706853	0.29782397
0.29782397	0.57991162
0.57991162	0.44801640
0.44801640	0.42292684
0.42292684	0.56763656
0.56763656	0.53018329
0.53018329	0.35694668
0.35694668	0.36212668
0.36212668	0.43313577
0.43313577	0.44231241
0.44231241	0.46769171
0.46769171	0.39872961
0.39872961	0.40371163
0.40371163	0.59254973
0.59254973	0.53861496
0.53861496	0.68037763
0.68037763	0.20172344
0.20172344	0.56471891
0.56471891	0.54497224
0.54497224	0.52389854
0.52389854	0.27685799
0.27685799	0.48858092
0.48858092	0.38743079
0.38743079	0.51395468
0.51395468	1.09284389
1.09284389	0.36792478
0.36792478	0.73769374
0.73769374	0.36375172
0.36375172	0.44607587
0.44607587	0.17795885
0.17795885	0.53493972
0.53493972	0.56858043
0.56858043	0.62330857
0.62330857	0.46506968
0.46506968	0.60110197
0.60110197	0.43209979
0.43209979	0.37119384
0.37119384	0.32567379
0.32567379	0.49865954
0.49865954	0.38880751
0.38880751	0.39349862
0.39349862	0.55066192
0.55066192	0.75804368
0.75804368	0.53412475
0.53412475	0.49264720
0.49264720	0.40987450
0.40987450	0.43965010
0.43965010	0.93485146
0.93485146	0.31732711
0.31732711	0.62690382
0.62690382	0.60465197
0.60465197	0.68188450
0.68188450	0.52064710
0.52064710	0.28311034
0.28311034	0.43432166
0.43432166	0.36501047
0.36501047	0.44444543
0.44444543	0.63464643
0.63464643	0.55965398
0.55965398	0.51475887
0.51475887	0.67982987
0.67982987	0.26620999
0.26620999	0.44793770
0.44793770	0.49117259
0.49117259	0.54533920
0.54533920	0.31946154
0.31946154	0.52222323
0.52222323	0.43257334
0.43257334	0.87221595
0.87221595	0.48750074
0.48750074	0.33409195
0.33409195	0.92471944
0.92471944	0.59196218
0.59196218	0.53731538
0.53731538	0.46165873
0.46165873	0.48087358
0.48087358	0.40586551
0.40586551	0.43222607
0.43222607	0.30199151
0.30199151	0.27278399
0.27278399	0.50283480
0.50283480	0.54103225
0.54103225	0.23305399
0.23305399	0.46604743
0.46604743	0.23289314
0.23289314	0.52883954
0.52883954	0.33300827
0.33300827	0.37812374
0.37812374	0.64794804
0.64794804	0.58887958
0.58887958	0.30203647
0.30203647	0.49982045
0.49982045	0.68294650
0.68294650	0.54983244
0.54983244	0.38715127
0.38715127	0.86200408
0.86200408	0.39462817
0.39462817	0.30390100
0.30390100	0.42613300
0.42613300	0.44297979
0.44297979	0.33804220
0.33804220	0.58027040
0.58027040	0.49178384
0.49178384	0.72186251
0.72186251	0.63431118
0.63431118	0.70200908
0.70200908	0.52541484
0.52541484	0.31519737
0.31519737	0.76255409
0.76255409	0.81515202
0.81515202	0.36105238
0.36105238	0.51085046
0.51085046	0.46225435
0.46225435	0.38042411
0.38042411	0.43985177
0.43985177	0.53195865
0.53195865	0.59332470
0.59332470	0.62350785
0.62350785	0.71186266
0.71186266	0.36406507
0.36406507	0.36709085
0.36709085	0.52410181
0.52410181	0.45073767
0.45073767	0.47083010
0.47083010	0.39280982
0.39280982	0.81063263
0.81063263	0.53315510
0.53315510	0.38108906
0.38108906	0.34607936
0.34607936	0.42881613
0.42881613	0.71512782
0.71512782	0.62247922
0.62247922	0.74875745
0.74875745	0.31670868
0.31670868	0.52533853
