0.05000000	1.01677600	0.00000076	
0.10000000	1.01703200	0.00000057	
0.15000000	1.01542800	0.00000168	
0.20000000	1.00555600	0.00000701	
0.25000000	0.98338000	0.00004199	
0.30000000	0.94903880	0.00010377	
0.35000000	0.90503136	0.00020794	
0.40000000	0.83578792	0.00041412	
0.45000000	0.72818744	0.00796139	
0.50000000	0.40041368	0.05595618	
0.55000000	0.24907936	0.02140724	
0.60000000	0.16111632	0.00798505	
0.65000000	0.11415856	0.00871160	
0.70000000	0.09790480	0.00471627	
0.75000000	0.08824048	0.00371033	
0.80000000	0.06036760	0.00345107	
0.85000000	0.06074664	0.00132112	
0.90000000	0.03808736	0.00121728	
0.95000000	0.03474376	0.00104436	
1.00000000	0.02428368	0.00045085	
