0.05000000	1.00724400	0.00000016	
0.10000000	1.00716800	0.00000012	
0.15000000	1.00566800	0.00000057	
0.20000000	0.99659200	0.00000275	
0.25000000	0.97435400	0.00001360	
0.30000000	0.94056944	0.00003875	
0.35000000	0.89483536	0.00010517	
0.40000000	0.82877408	0.00017755	
0.45000000	0.74172732	0.00057430	
0.50000000	0.59517520	0.01045420	
0.55000000	0.25489140	0.01646191	
0.60000000	0.17332016	0.01596846	
0.65000000	0.11896356	0.00404752	
0.70000000	0.09163644	0.00408116	
0.75000000	0.07168924	0.00251580	
0.80000000	0.02684440	0.00129187	
0.85000000	0.03007808	0.00061930	
0.90000000	0.01595844	0.00039979	
0.95000000	0.00832400	0.00016511	
1.00000000	0.00765452	0.00018453	
