0      0	0.1126         2.0000         0.1278         
0      1	0.1126         2.0000         0.3456         
0      2	0.1126         2.0000         0.5634         
0      3	0.1126         2.0000         0.7812         
1      0	0.1126         2.0000         0.7501         
1      1	0.1126         2.0000         0.9679         
1      2	0.1126         2.0000         1.1857         
1      3	0.1126         2.0000         1.4035         
