0.00446429	0.98616071	0.00003550	
0.00892857	0.98645833	0.00004542	
0.01339286	0.98467262	0.00003354	
0.01785714	0.98377976	0.00005994	
0.02232143	0.98377976	0.00003276	
0.02678571	0.98645833	0.00005767	
0.03125000	0.98392857	0.00002799	
0.03571429	0.98482143	0.00002392	
0.04017857	0.98437500	0.00003656	
0.04464286	0.98363095	0.00005657	
0.04910714	0.98407738	0.00003937	
0.05357143	0.98511905	0.00004232	
0.05803571	0.98482143	0.00004310	
0.06250000	0.98526786	0.00004797	
0.06696429	0.98318452	0.00004504	
0.07142857	0.98497024	0.00004080	
0.07589286	0.98169643	0.00002576	
0.08035714	0.98407738	0.00004145	
0.08482143	0.98303571	0.00008468	
0.08928571	0.98467262	0.00005141	
0.09375000	0.98244048	0.00005815	
0.09821429	0.98080357	0.00007176	
0.10267857	0.98080357	0.00011009	
0.10714286	0.98318452	0.00003701	
0.11160714	0.98169643	0.00016455	
0.11607143	0.98050595	0.00010418	
0.12053571	0.91458333	0.04561469	
0.12500000	0.96250000	0.00369615	
0.12946429	0.93943452	0.01442351	
0.13392857	0.95372024	0.01560282	
0.13839286	0.94062500	0.00739732	
0.14285714	0.85327381	0.05201594	
0.14732143	0.85803571	0.05990658	
0.15178571	0.91473214	0.02755870	
0.15625000	0.87626488	0.04107136	
0.16071429	0.88898810	0.03348831	
0.16517857	0.75372024	0.07213889	
0.16964286	0.68623512	0.09635983	
0.17410714	0.56979167	0.12513634	
0.17857143	0.74724702	0.08843036	
0.18303571	0.58296131	0.08137484	
0.18750000	0.53154762	0.07208404	
0.19196429	0.55699405	0.08363119	
0.19642857	0.46116071	0.11039486	
0.20089286	0.44717262	0.08135839	
0.20535714	0.47953869	0.08233709	
0.20982143	0.43236607	0.06835634	
0.21428571	0.44174107	0.04537060	
0.21875000	0.45357143	0.03877914	
0.22321429	0.33110119	0.02283656	
0.22767857	0.39285714	0.01328765	
0.23214286	0.32738095	0.02220602	
0.23660714	0.29456845	0.01074239	
0.24107143	0.35691964	0.01671907	
0.24553571	0.38675595	0.02262223	
0.25000000	0.32165179	0.01853271	
0.25446429	0.33883929	0.01924104	
0.25892857	0.37068452	0.01836265	
0.26339286	0.34404762	0.01119584	
0.26785714	0.33407738	0.01258388	
0.27232143	0.30260417	0.01717823	
0.27678571	0.30148810	0.02243345	
0.28125000	0.31793155	0.01113724	
0.28571429	0.33921131	0.02044797	
0.29017857	0.27202381	0.01630138	
0.29464286	0.32157738	0.00742238	
0.29910714	0.30453869	0.01182380	
0.30357143	0.36770833	0.01808943	
0.30803571	0.34025298	0.01700055	
0.31250000	0.33861607	0.01251303	
0.31696429	0.30238095	0.01402558	
0.32142857	0.27968750	0.00772306	
0.32589286	0.33563988	0.01603260	
0.33035714	0.31733631	0.01234296	
0.33482143	0.31473214	0.01958746	
0.33928571	0.26696429	0.01946821	
0.34375000	0.34635417	0.01131873	
0.34821429	0.30416667	0.02020433	
0.35267857	0.33005952	0.00937104	
0.35714286	0.29955357	0.00848653	
0.36160714	0.31287202	0.01044399	
0.36607143	0.28005952	0.01108439	
0.37053571	0.29486607	0.00843941	
0.37500000	0.32366071	0.01094246	
0.37946429	0.30186012	0.00603868	
0.38392857	0.28668155	0.00920906	
0.38839286	0.30424107	0.01697422	
0.39285714	0.31056548	0.01070011	
0.39732143	0.31763393	0.01751984	
0.40178571	0.32061012	0.00983333	
0.40625000	0.32306548	0.00908998	
0.41071429	0.33407738	0.01411257	
0.41517857	0.31250000	0.00728759	
0.41964286	0.31674107	0.01155513	
0.42410714	0.32083333	0.00874215	
0.42857143	0.29032738	0.00578640	
0.43303571	0.30156250	0.01187261	
0.43750000	0.28861607	0.01072900	
0.44196429	0.27187500	0.01033308	
0.44642857	0.28839286	0.00868016	
0.45089286	0.28177083	0.01961465	
0.45535714	0.29062500	0.00610156	
0.45982143	0.29843750	0.01067120	
0.46428571	0.29925595	0.01200181	
0.46875000	0.30572917	0.00987896	
0.47321429	0.30982143	0.00838466	
0.47767857	0.28392857	0.00573185	
0.48214286	0.32023810	0.00853752	
0.48660714	0.26101190	0.01262453	
0.49107143	0.30364583	0.00825514	
0.49553571	0.32366071	0.01075667	
0.50000000	0.29546131	0.00987853	
