0.00480769	0.98661859	0.00002724	
0.00961538	0.98429487	0.00002625	
0.01442308	0.98397436	0.00001481	
0.01923077	0.98445513	0.00002395	
0.02403846	0.98437500	0.00001310	
0.02884615	0.98365385	0.00002350	
0.03365385	0.98461538	0.00002354	
0.03846154	0.98373397	0.00002956	
0.04326923	0.98605769	0.00001774	
0.04807692	0.98349359	0.00002801	
0.05288462	0.98469551	0.00002078	
0.05769231	0.98525641	0.00002111	
0.06250000	0.98453526	0.00002044	
0.06730769	0.98461538	0.00002741	
0.07211538	0.98373397	0.00002274	
0.07692308	0.98261218	0.00002494	
0.08173077	0.98133013	0.00004022	
0.08653846	0.98357372	0.00003269	
0.09134615	0.98381410	0.00003715	
0.09615385	0.98333333	0.00003022	
0.10096154	0.98229167	0.00002872	
0.10576923	0.97852564	0.00011340	
0.11057692	0.98116987	0.00004550	
0.11538462	0.97552083	0.00013373	
0.12019231	0.97700321	0.00013619	
0.12500000	0.97363782	0.00020611	
0.12980769	0.93717949	0.01582896	
0.13461538	0.87235577	0.06450418	
0.13942308	0.91414263	0.02058816	
0.14423077	0.86326122	0.05857010	
0.14903846	0.92211538	0.01708354	
0.15384615	0.74503205	0.08272821	
0.15865385	0.58633814	0.09182598	
0.16346154	0.66426282	0.13129140	
0.16826923	0.67720353	0.09552474	
0.17307692	0.53389423	0.08716676	
0.17788462	0.52091346	0.08120559	
0.18269231	0.45905449	0.05914924	
0.18750000	0.43782051	0.07683451	
0.19230769	0.41490385	0.03830420	
0.19711538	0.39879808	0.03105077	
0.20192308	0.45176282	0.06094032	
0.20673077	0.32836538	0.02121820	
0.21153846	0.31498397	0.00892740	
0.21634615	0.33846154	0.01111373	
0.22115385	0.34959936	0.01378489	
0.22596154	0.34879808	0.01024896	
0.23076923	0.33509615	0.01080194	
0.23557692	0.32520032	0.01066481	
0.24038462	0.32716346	0.00710176	
0.24519231	0.32696314	0.00656547	
0.25000000	0.31702724	0.00590509	
0.25480769	0.27419872	0.01017022	
0.25961538	0.28433494	0.00592218	
0.26442308	0.32459936	0.01850312	
0.26923077	0.26806891	0.00638809	
0.27403846	0.29791667	0.01312669	
0.27884615	0.28361378	0.01013270	
0.28365385	0.31378205	0.00409604	
0.28846154	0.28293269	0.01119521	
0.29326923	0.30993590	0.00713523	
0.29807692	0.30204327	0.00493683	
0.30288462	0.29066506	0.00829863	
0.30769231	0.29419071	0.00570379	
0.31250000	0.27856571	0.00876495	
0.31730769	0.33998397	0.00559147	
0.32211538	0.27491987	0.00790576	
0.32692308	0.29703526	0.00682446	
0.33173077	0.29615385	0.00552052	
0.33653846	0.30645032	0.00664585	
0.34134615	0.28229167	0.00668293	
0.34615385	0.28233173	0.00666128	
0.35096154	0.29154647	0.00699329	
0.35576923	0.29875801	0.00440369	
0.36057692	0.28032853	0.00515082	
0.36538462	0.24122596	0.00585927	
0.37019231	0.25504808	0.00938922	
0.37500000	0.26698718	0.00695790	
0.37980769	0.28133013	0.00890450	
0.38461538	0.26822917	0.00566335	
0.38942308	0.32103365	0.00419217	
0.39423077	0.28145032	0.00592744	
0.39903846	0.27367788	0.00596545	
0.40384615	0.24531250	0.00638548	
0.40865385	0.24338942	0.00579204	
0.41346154	0.29931891	0.00791518	
0.41826923	0.26358173	0.00611564	
0.42307692	0.28653846	0.00681412	
0.42788462	0.26810897	0.00686117	
0.43269231	0.27648237	0.00697067	
0.43750000	0.26213942	0.00706370	
0.44230769	0.29186699	0.00553669	
0.44711538	0.26458333	0.00429722	
0.45192308	0.26806891	0.00407096	
0.45673077	0.26786859	0.00886069	
0.46153846	0.29863782	0.00508656	
0.46634615	0.26554487	0.00505699	
0.47115385	0.25468750	0.00533810	
0.47596154	0.26598558	0.00435162	
0.48076923	0.27992788	0.00431490	
0.48557692	0.27836538	0.00835999	
0.49038462	0.24927885	0.00528149	
0.49519231	0.25608974	0.00390922	
0.50000000	0.26530449	0.00819555	
